pertanyaan,jawaban,label
"Setiap kali saya mengalami situasi yang membuat saya kesal atau marah, saya cenderung mulai mengutuk dan menyinggung orang yang saya tonaktifkan. Saya mengatakan hal -hal yang berarti untuk membiarkan kemarahan saya keluar. Setiap kali orang memberi tahu saya hal -hal tentang hubungan saya (seperti memulai rumor atau mengatakan hal -hal negatif tentang saya atau hubungan saya) saya menyerang bukan hanya mereka tetapi juga pada pacar saya. Saya merasa seperti terus menyebabkan drama karena kepribadian saya. Saya ingin menjadi orang yang lebih baik dan belajar membiarkan hal -hal tidak sampai ke saya dan bahagia dan anggun. Saya menyakiti orang -orang yang saya sukai dengan kata -kata saya. Saya ingin menjadi lebih baik untuk diri saya dan mereka.","Mengambil akuntabilitas atas tindakan Anda dan mencari bantuan adalah langkah pertama yang sangat baik. Saya bertanya -tanya dari mana kemarahannya berasal. Mempelajari apa yang ada di
Akar itu dapat menjelaskan apa masalahnya dan dapat memberikan beberapa
lega dalam dirinya sendiri. Saya juga akan menyarankan melakukan beberapa eksplorasi diri dan melihat a
terapis untuk sesi individu untuk mendapatkan wawasan yang lebih jelas tentang apa
penyebabnya adalah. Ada juga beberapa tindakan yang dapat Anda lakukan sendiri untuk membantu
Kontrol kemarahan Anda dan berkomunikasi lebih efektif. Inilah yang akan saya rekomendasikan
Anda mencoba:
Luangkan waktu: Ketika Anda merasa diri Anda kesal, permisi dan
Luangkan waktu untuk memikirkan jalan yang paling tepat
tindakan atau redireksi pikiran Anda bersama -sama. Seringkali saat kita menjadi
Marah, sulit untuk melihat masalah ini dengan jelas, karena emosi kita masuk
jalan.
Lakukan latihan pernapasan yang dalam: Tutup mata Anda. Bernafas perlahan ke
Hitungan 4. bernafas lebih lambat ke penghitungan 6. Latih ini untuk sekitar
5 menit, 3 kali sehari dan fokus pada apa pun kecuali pernapasan Anda selama ini
waktu. Setelah menjadi rutin untuk Anda, akan lebih mudah diterapkan selama
situasi di mana Anda marah atau kesal.
Ubah pola pemikiran negatif: coba dan ingat atau waspadai Anda
Pikiran, terutama saat Anda merasa marah. Pikiran apa ini
memberi tahu? Apakah mereka valid atau logis? Apakah ada bukti faktual untuk didukung
Pikiran negatif? Seringkali jawabannya adalah ""tidak."" Belajar menghentikan
pikiran negatif dan menggantinya dengan logis dan lebih positif
satu.
Berkomunikasi secara efektif: Sebagai pembicara, Anda ingin menggunakan ""I""
pernyataan dengan memberi tahu orang lain bagaimana perasaan Anda alih -alih menyalahkannya
dengan menggunakan pernyataan ""Anda"". Misalnya, Anda mungkin mengatakan sesuatu seperti itu
sebagai, ""Saya merasa sedih saat Anda tidak pulang pada jam yang layak dan saya tidak mendapatkan
untuk menghabiskan waktu bersamamu ""versus"" kamu selalu keluar larut dan tidak
bahkan peduli padaku. ""Pembicara juga harus menghindari penggunaan hitam dan putih
bahasa seperti biasa, tidak pernah, dll. Sebagai pendengar, Anda ingin memvalidasi apa
Anda mendengar sehingga orang lain tahu bahwa Anda mendengarkan. Anda juga ingin
untuk menjadi responsif dan menawarkan solusi yang adil.
Saya berharap Anda beruntung menggunakan alat -alat ini dan belajar tentang dari mana kemarahan Anda datang
dari.",9
"Saya baru saja kehilangan kakek saya dan saya mengalami kesulitan dengan itu. Saya butuh bantuan untuk menangani kerugian itu, tetapi saya tidak berpikir saya dapat membayar untuk konseling. Dimana saya bisa mendapatkan bantuan?","Kehilangan seseorang yang Anda cintai, seseorang yang telah berada di sana sejak hari-hari pertama Anda, sangat sulit. Cari organisasi pendukung rumah sakit setempat di komunitas Anda. Kelompok konseling sering tersedia melalui pusat-pusat ini. Jangan terus bersedih. Orang terkasih Anda tidak menginginkan itu untuk Anda. Jaga diri Anda sendiri dan dapatkan dukungan.",2
Aku mencintainya lebih dari apapun. Dia meninggal pada hari jadi kami yang juga merupakan hari saya akan melamar apartemen kami. Saya tidak menanganinya dengan baik. Saya pindah ke kota baru dan memulai kehidupan baru tetapi tidak ada yang membantu.,"Saya sangat menyesal mendengarnya. Kesedihan adalah sesuatu yang bisa memakan waktu lama untuk pulih. Sudahkah Anda mempertimbangkan berbicara denganterapis? Mampu berbicara dengan seseorang yang berspesialisasi dalam kesedihan akan sangat bermanfaat. Jangan merendahkan diri Anda karena tidak pulih dengan cepat. Ini adalah salah satu aspek tersulit untuk dihadapi dalam hidup tetapi pada akhirnya Anda akan dapat bergerak maju. Sementara itu, rendam diri Anda dengan kepositifan, misalnya teman baik, hobi, atau berolahraga, dan mencoba menjadwalkan waktu dengan seorang terapis. Mungkin akan ada grup pendukung yang juga bisa Anda ikuti. Seringkali, nyaman untuk bertemu orang lain yang memiliki pengalaman yang sama seperti Anda. Beruntung untuk Anda. Saya harap Anda akan segera menemukan kedamaian dan kenyamanan.",2
"Saya seorang wanita berusia 20-an. Akhir-akhir ini saya cenderung minum berlebihan dan saya menjadi mabuk yang sangat marah. Di masa lalu, saya bahkan telah menipu pacar saya ketika saya berada di bawah pengaruh alkohol. Tapi sekarang, bahkan jika saya tidak melakukan kesalahan dan tidak mempermalukan diri sendiri, saya masih merasa benar-benar bersalah setelah malam minum. Saya tidak mengerti mengapa saya merasa seperti ini. Apakah ini berarti saya punya masalah?","Halo, saya memuji Anda atas keberanian Anda dalam melihat peran yang dimiliki alkohol dalam hidup Anda. Sepertinya Anda khawatir tentang apa yang terjadi ketika Anda minum terlalu banyak dan saya curiga Anda sudah tahu jawaban atas pertanyaan Anda. Anda minum untuk mengungkapkan kemarahan. Saya sarankan Anda menemukan seseorang yang dapat Anda ajak bicara dengan jujur, yang memiliki pengetahuan tentang kecanduan. Semoga Anda mendapatkan kesehatan dan kesejahteraan terbaik.",10
Saya tidak bisa menahan diri dari berpikir tentang merokok. Apa yang dapat saya lakukan untuk menghilangkan kecanduan ini?,"Pertama, saya ingin mengucapkan selamat kepada Anda karena membuat keputusan untuk berhenti merokok. Hal berikutnya yang ingin saya bagikan adalah bahwa ada begitu banyak cara berbeda untuk menendang kebiasaan itu. Beberapa orang menemukan penghiburan dalam kelompok, sementara yang lain lebih suka menemui penasihat tentang ini secara individual. Ingat, bahwa inti kecanduan merasakan satu arah dan menggunakan zat atau hal untuk merasakan cara yang berbeda. Saran saya adalah menemukan penasihat kecanduan dan membuat rencana individual bersama untuk membantu Anda berhenti merokok. Peluang Anda untuk berhenti merokok jauh lebih tinggi ketika Anda memiliki dukungan profesional dan rencana untuk bekerja di luar sesi Anda.",10
Adik saya telah didiagnosis menderita skizofrenia paranoid dan belum minum obat. Dia telah menggunakan metamfetamin dan alkohol dan ditemukan tidur telanjang di jalan masuk ibu saya dalam cuaca 12 derajat. Saya diadopsi oleh ayahnya dan ibunya tidak akan terlibat karena dia takut akan tanggung jawab keuangan. Apakah saya memiliki hak untuk dapat menandatangani saudara saya ke fasilitas kesehatan mental?,"Jawabannya tergantung pada keadaan apa yang Anda jalani. Karena deskripsi yang Anda tulis di sini adalah bahwa saudara Anda mungkin berisiko serius bagi dirinya sendiri dan orang lain, ada baiknya menghubungi hotline kesehatan mental atau salah satu rumah sakit daerah Anda dan berbicara dengan pekerja sosial atau orang tingkat profesional lainnya di departemen psikiatri mereka. Ajukan pertanyaan yang sama yang Anda tanyakan di sini. Pertanyaan Anda bagus dan pantas ditindaklanjuti dengan serius.",10
"Saya memiliki gangguan bipolar II, saya kecanduan alkohol, dan saya putus asa. Saya terus minum meskipun itu merugikan diri sendiri dan orang lain.","Anda mungkin merasa putus asa tetapi Anda tidak putus asa. Kecanduan apa pun sulit diatasi, terutama ketika mereka berfungsi untuk mengubur rasa sakit dan menderita yang dialami seseorang. Bukan tidak mungkin untuk mengatasi alkohol atau penggunaan/penyalahgunaan/ketergantungan narkoba sendiri, tetapi Anda mungkin akan menemukan keberhasilan yang jauh lebih besar dengan bantuan terapis atau sistem pendukung lainnya seperti rehabilitasi atau pecandu alkohol anonim. Saya sarankan melakukan sedikit riset untuk melihat jenis bantuan apa yang tersedia dan layak untuk Anda di daerah Anda dan pergi dari sana. Ketahuilah bahwa pemulihan membutuhkan waktu, kemauan, dan usaha. Jangan menyerah dan ingat bahwa Anda tidak putus asa. Anda dapat membuat pilihan untuk mengubah kebiasaan Anda dan mempelajari cara -cara baru dalam mengatasi sehat. Semoga sukses untukmu!",10
"Halo, saya memiliki sepupu di keluarga saya yang telah membuat saya merasa diremehkan, tidak aman, dan frustrasi selama dia tinggal di sini di kota. Saya tahu dia berasal dari tempat cinta, tetapi dia selalu menyatu pendek dan sangat temperamental jika ada sesuatu yang tidak berhasil seperti yang dia rencanakan. Saya telah mencoba yang terbaik untuk mengoordinasikan rencana dengannya, tetapi dia selalu frustrasi tentang kurangnya komunikasi yang tampaknya saya miliki di pihak saya dan kemudian membuat komentar merendahkan tentang karakter saya yang meliputi: tidak peduli, negatif, tidak sadar, dan dikonsumsi sendiri. Saya telah mencoba untuk berbicara dengannya secara terbuka tentang hal ini, tetapi itu selalu kembali sebagai serangan terhadap karakter saya dan saya belum pernah mendengar komentar ini dari orang lain sebelumnya. Saya telah banyak memikirkan komentarnya dan apakah saya benar -benar orang yang tidak peduli yang tidak bijaksana, secara spasial sadar akan lingkungan/orang, atau positif, tetapi pada akhirnya, saya merasa sangat terluka tentang bagaimana hal ini memengaruhi hubungan kami. Apa yang dapat saya?","Apakah Anda memiliki teman dekat atau kerabat siapa pendapat yang Anda percayai? Tanyakan kepada mereka untuk umpan balik jujur ​​mereka dan jika mereka melihat Anda menyukai sepupu Anda. Jika mereka tidak melihat kualitas -kualitas ini dalam diri Anda, maka itu mungkin masalah sepupu Anda dan dia mengeluarkannya pada Anda. Anda selalu dapat bertanya kepadanya apa cara terbaik untuk mengkomunikasikan rencana dengannya sehingga Anda tahu, khususnya, apa yang dia harapkan. Maka jika Anda memenuhi harapan ini dan dia masih menyalahkan Anda dan berkomentar tentang betapa tidak peduli Anda, itu masalahnya dan dia tidak datang dari tempat cinta. Bahkan jika Anda menyerupai komentarnya, seperti yang terdengar seperti dia mendekati masalah ini masalah ini tidak karena cinta. Fakta bahwa Anda cukup introspektif untuk mempertimbangkan perilaku Anda sendiri menunjukkan masalahnya tidak ada pada Anda.",7
"Saya dulu sangat bahagia. Tidak peduli apa, saya selalu bahagia. Saya menjalin hubungan dengan orang ini. Aku sangat mencintainya. Kami berdua remaja. Seminggu setelah ulang tahunnya, ibuku membuatku berhenti berbicara dengannya. Itu menghancurkan saya. Dia datang ke rumah saya dan berbicara dengannya, dan dia membiarkan kami berkencan lagi tetapi tidak saling bertemu. Dia datang ke sekolah saya setiap hari dan itu membuat saya terpecah bahwa saya harus berbohong padanya.","Saya mengerti bahwa ini bisa sulit ketika Anda peduli dengan seseorang. Apakah Anda pernah berdiskusi dengan ibumu mengapa dia tidak ingin Anda dan anak laki -laki ini saling bertemu, dan apa masalahnya? Kedengarannya seolah -olah Anda dan ibu Anda mungkin dapat menggunakan bantuan untuk berkomunikasi, dan berkompromi. Dapat dimengerti bahwa Anda tidak merasa nyaman harus berbohong kepada ibumu. Akan sangat membantu jika dia dapat memahami bahwa Anda harus berbohong kepada dia akan menghalangi Anda untuk bisa pergi kepadanya dengan masalah apa pun dan merasa dia diharapkan akan memahami atau mencoba memahami dari mana Anda berasal. Apakah salah satu dari Anda pernah menjalani terapi keluarga? Ini mungkin sesuatu yang mungkin ingin Anda sarankan kepada ibu Anda untuk membantu Anda berdua memahami dari mana masing -masing berasal. Jika suasana hati Anda menyedihkan, dan perasaan Anda lebih buruk, penting bagi Anda untuk menjangkau orang dewasa, orang tua, orang di sekolah yang Anda percayai untuk berbagi perasaan dan membantu Anda merasa dipahami dan mengatasi masalah Anda.",7
"Saya melamar ke sekolah menengah swasta. Saya bermain basket di tim sekolah saya saat ini, dan saya menyukainya. Saya juga bermain di tim yang saya benci sejak awal, dan akhirnya saya ingin berhenti sebelum musim dimulai. Namun, orang tua saya mengatakan saya bisa bermain di kedua tim atau keduanya. Saya pikir itu tidak adil karena terserah saya jika saya ingin bermain untuk tim tertentu. Saya berencana bermain basket untuk sekolah menengah yang saya masuki, tetapi jika itu berarti terus bermain untuk tim yang saya benci, maka saya tidak ingin bermain di sekolah menengah. Sekarang saya tidak tahu harus berbuat apa! Orang tua saya mengancam akan mengirim saya ke rumah yang berbeda jika saya tidak bermain. Saya hanya ingin melarikan diri.","Situasi dalam keluarga Anda tampaknya memberikan tekanan yang tidak perlu pada Anda. Apakah Anda dan orang tua Anda dapat berbicara bersama tentang alasan mereka untuk standar mereka? Apakah orang tua Anda bersedia mendengarkan alasan Anda untuk tidak bermain di tim yang Anda benci? Jika ya, Maka mungkin beberapa jenis kompromi dimungkinkan bagi Anda semua untuk bernegosiasi. Jika tidak ada di atas yang mungkin, maka Anda mungkin ingin mendapatkan saran spesifik dan langsung dari seorang profesional, seperti penasihat atau psikolog bimbingan sekolah, yang Anda inginkan percaya dan merasa aman dalam berbicara. Saya berharap Anda dan orang tua Anda akan menemukan jawaban yang Anda semua dengan senang hati menerima.",7
"Saya selalu berdebat dengan ayah saya. Dia stres karena pekerjaan dan kesehatan dan berbicara kepada saya dengan nada suara yang tampaknya sangat menuntut dan sepertinya lebih seperti berteriak. Saya sering kesal dalam hal ini. Apakah saya terlalu sensitif? Dia selalu mengatakan saya bereaksi berlebihan tetapi sepertinya tidak pernah mengerti bahwa dia menyakiti perasaan saya. Tidak peduli seberapa sering saya mencoba memberitahunya ini, dia tidak pernah mendengarkan.","Terlepas dari apakah Anda sensitif atau tidak, tidak apa-apa untuk menginginkan komunikasi yang lebih baik dengan mereka yang penting bagi Anda. Ketika kita merasa bahwa kita sedang dibicarakan atau diejek, sulit untuk tidak menganggapnya secara pribadi. Sepertinya Anda telah mengambil langkah pertama dan perlu dalam menyelesaikan ini dengan mengangkat masalah kepadanya. Mungkinkah pengiriman pesan Anda menyebabkan dia merasa disalahkan atau defensif? Cobalah berkomunikasi dengannya selama Anda tidak kesal dan ketika berada di luar konteks. Juga, hindari saling menyalahkan dan menggunakan istilah hitam dan putih seperti tidak pernah dan selalu. Selain itu, tawarkan saran tentang cara-cara yang dapat ia komunikasikan dengan lebih baik dengan Anda. Mungkin dia tidak tahu caranya. Terakhir, saat menyampaikan pesan, saya suka menggunakan metode sandwich dengan memulai diskusi dengan sesuatu yang postif dan mengakhirinya dengan sesuatu yang positif.",7
Saya telah berada dalam hubungan jarak jauh dengan pacar saya selama lebih dari setahun. Minggu terakhir ini dia mengakui kepada saya bahwa dia memiliki perasaan untuk pria lain. Dia mengatakan itu hanya naksir tapi saya tidak tahu bagaimana mengatasinya. Bagaimana saya harus menangani ini?,"Seringkali, komunikasi adalah kunci dalam hubungan. Ketika dihadapkan dengan orang penting kita yang memberi tahu kita tentang naksir, itu dapat menciptakan atau menyoroti perasaan atau pikiran yang dapat mempromosikan perasaan tidak aman. Bicaralah dengan pasangan Anda tentang naksir mereka dan gunakan percakapan untuk memperkuat ikatan Anda.",5
"Saya sudah bersama seorang pria selama empat tahun. Untuk tahun lalu, dia mengatakan dia sudah selesai, tetapi dia masih berbicara, teks, kunjungan, dan belum pindah dengan orang lain. Kata-katanya tidak sesuai dengan tindakannya. Saya suka pria ini, tapi itu sangat menyakitkan.","Sudahkah Anda mengemukakan topik tentang perasaan Anda? Cara terbaik bagi seseorang untuk memahami kami atau memahami seseorang, adalah secara langsung membicarakan masalah spesifik. Untuk memulai diskusi dengan pasangan Anda, memahami alasan Anda sendiri Melanjutkan hubungan. Mengeringkan ketidaktertarikannya yang dinyatakan dalam hubungan itu, suasana hati Anda mungkin dipengaruhi oleh hal ini. Setelah Anda jelas tentang bagaimana rentang perasaan Anda, terutama ketakutan apa pun untuk sendirian, menunjukkan bahwa Anda mungkin tinggal dengan orang ini hanya untuk menghindari untuk menghindari Ketakutan seperti itu, maka Anda akan siap dengan pengetahuan diri Anda, untuk memulai percakapan dengan pasangan Anda tentang hubungan Anda.",5
Kami telah berada dalam hubungan jarak jauh selama dua setengah tahun. Baru-baru ini saya melihat teleponnya dan melihat orang-orang yang paling ia kirimi pesan dan salah satunya adalah seorang rekan kerja wanita. Saya tidak tahu bagaimana mendekati situasi ini. Bagaimana cara menanyakannya padanya?.,"Tanyakan saja padanya. Saya tidak yakin bagaimana Anda melihat teleponnya jika Anda berada dalam hubungan jarak jauh, karena jarak jauh berarti Anda hidup jauh dari satu sama lain dan tidak bisa bertemu secara langsung. Oleh karena itu, saya pikir kita mungkin memiliki pemahaman yang berbeda tentang definisi ""hubungan jarak jauh"" yang membuatnya sulit bagi saya untuk secara memadai menjawab pertanyaan ini untuk Anda. Saya tidak tahu berapa umur Anda, tetapi jika Anda orang dewasa , setelah dua setengah tahun, saya tidak berpikir itu tidak masuk akal untuk melakukan pembicaraan yang terbuka dan jujur ​​satu sama lain tentang ke mana hubungan itu pergi dan apa yang Anda berdua inginkan dan harapkan. Hubungan jarak jauh sulit untuk tetap hidup karena Anda tidak pernah bertemu secara langsung. Berbicara, mengirim SMS, dan mengobrol video tidak cukup, dan semakin lama jarak fisik, semakin sulit untuk menjaga kedekatan emosional. Mungkin sudah waktunya untuk mengevaluasi situasi, mencari tahu kapan (jika pernah) Anda berdua akan dapat bersama secara langsung, dan jika Anda bisa dan ingin menunggu selama itu. Apakah Anda berdua menginginkan hal yang sama di luar kehidupan? Jika salah satu dari Anda ingin membawa hubungan ke tingkat berikutnya tetapi yang lain tidak, maka tidak masalah apakah jaraknya jauh atau tidak - jika Anda tidak berada di halaman yang sama dengan hubungan, itu akan terjadi sulit membuatnya bekerja. Perluasan itu penting. Masalah dengan kepercayaan, rasa tidak aman, kecemburuan, berbohong dan/atau menyembunyikan hal -hal satu sama lain, takut untuk berbicara dan melakukan percakapan yang jujur ​​- hal -hal ini dapat merusak hubungan jika tidak ditangani. Saya tahu konfrontasi dalam bentuk apa pun bisa sulit bagi sebagian orang, tetapi kadang -kadang perlu. Evaluasi perasaan Anda yang sebenarnya untuknya. Apakah Anda bersamanya karena alasan selain cinta, seperti takut sendirian atau berpikir Anda tidak akan dapat menemukan orang lain? Pernahkah dia memberi Anda alasan untuk curiga terhadap rekan kerja atau temannya sebelumnya? Beberapa orang, sayangnya, mengembangkan rekam jejak ketidakpercayaan dan memberikan orang lain yang signifikan alasan untuk tidak mempercayai mereka. Namun, jika ini bukan masalahnya, Anda mungkin secara tidak adil menilai SMS -nya melalui mata rasa tidak aman Anda sendiri. Mungkin sudah waktunya bagi Anda berdua untuk mengambil penilaian yang jujur ​​atas alasan Anda sendiri untuk berada dalam hubungan, mencari tahu apa yang Anda inginkan, dan membuat keputusan. Ini dapat mengakibatkan Anda berdua lebih dekat dan membawa hubungan ke tingkat berikutnya. Atau, itu bisa mengarah pada keputusan untuk mengakhiri sesuatu. Saya tahu itu bisa sulit, tetapi Anda berdua layak untuk bahagia dan diizinkan untuk membuat keputusan yang akan mengarah pada kebahagiaan pribadi Anda.",5
Saya tidak mengerti apa yang saya perhatikan.,"Salah satu cara untuk berkonsentrasi adalah bahwa jika pikiran Anda mulai bertanya-tanya maka ingatkan diri Anda untuk mengembalikan perhatian Anda. Mulailah dengan rentang waktu singkat mengharapkan diri Anda berkonsentrasi. Anda kemungkinan besar akan berhasil berkonsentrasi dengan rentang waktu kecil daripada yang lebih lama. Setelah Anda mulai melihat kesuksesan Anda, ini akan memotivasi Anda untuk mencoba meningkatkan panjang untuk mengharapkan diri Anda berkonsentrasi. Tugas pengusungan diri adalah sama, baik untuk untuk untuk periode waktu yang lama atau singkat. Juga, sebelum memulai latihan ini, tanyakan pada dokter medis Anda apakah masalahnya dapat terkait dengan masalah kesehatan fisik. Jika ada, maka kemungkinannya dikesampingkan bahwa kesulitan Anda berkonsentrasi berasal dari kemampuan mental untuk berkonsentrasi, Dan bukan alasan medis yang mencegah hal ini. Sebelum seseorang dapat melibatkan psikologis mereka akan ada tubuh medis yang bersih dan pikiran untuk bekerja.",11
"Saya seorang remaja dan saya mendapatkan perubahan suasana hati yang sangat intens ini. Suasana hati saya akan sangat tinggi dan saya akan memikirkan sesuatu yang ingin saya lakukan. Ketika saya mulai mewujudkannya, saya merasa jengkel oleh orang lain jika mereka campur tangan. Maka jika hal yang ingin saya lakukan tidak berhasil, saya memiliki kecenderungan ini untuk menyalahkan orang lain karena tidak berhasil. Bisakah Anda menjelaskan apa yang terjadi?","Perubahan suasana hati dan menjadi frustrasi ketika hal-hal tidak berhasil benar-benar normal. Kadang-kadang, kita terikat pada satu hal yang benar-benar ingin kita lakukan dan itu bisa terasa cukup intens ketika itu terputus atau tidak berhasil. Jika ini menghalangi hidup Anda, mungkin bermanfaat untuk menjangkau terapis kami atau dokter untuk mendapatkan bantuan dengan ini dan melihat apakah mungkin ada sesuatu yang lebih terjadi. Sementara bagi kebanyakan orang frustrasi/perubahan suasana hati terkait dengan kehidupan dan stres yang khas, jika sangat intens itu bisa menjadi tanda sejumlah tantangan mulai dari kecemasan hingga pengalaman traumatis hingga sesuatu seperti gangguan bipolar di mana suasana hati dan energi seseorang mungkin terbang demikian tinggi/mania yang merasa seperti mereka dapat melakukan apa pun tetapi sering menjadi frustrasi ketika terganggu. Ada lebih banyak gangguan bipolar daripada ini dan ini tentu saja bukan diagnosis. Semoga Anda baik-baik saja!",11
"Selama empat minggu terakhir, saya telah mengalami mimpi buruk dan mendengar suara -suara yang memberi tahu saya hal -hal yang mengerikan. Mereka bukan suara acak, melainkan suara -suara dari orang -orang yang saya pedulikan.","Tuliskan mimpi buruk Anda dan diskusikan dengan analis atau psikoterapis yang berspesialisasi dalam mimpi, seperti saya. Jika Anda mendengar suara saat bangun, temui dokter segera. Jika suara -suara itu benar -benar dalam impian Anda, hubungi terapi dan bicarakan dengan orang lain yang peduli tentang apa yang terjadi.",11
"Sering kali saya mendapati diri saya memikirkan pikiran yang menakutkan dan kadang -kadang saya bahkan menakuti diri saya untuk berpikir bahwa sesuatu yang buruk akan terjadi pada saya. Setelah dimulai, pikiran itu terus melewati kepala saya dan saya tidak bisa mengeluarkannya. Bagaimana saya bisa menghentikan pikiran ini?","Pikiran yang menakutkan bisa terasa luar biasa dan juga merasa sangat nyata. Saya ingin mengakui betapa menakutkannya mereka, tetapi ada harapan dan keterampilan baru yang dapat Anda pelajari untuk bekerja dengan jenis pemikiran ini. Langkah pertama dalam bekerja dengan pikiran yang menakutkan atau negatif adalah mengakui bahwa mereka hanya pemikiran dan kita dapat memilih untuk mengikuti aliran pemikiran yang menakutkan atau bekerja dengan memotongnya atau mengabaikannya. Saya juga menyadari bahwa mungkin tampak sangat sulit dilakukan, tetapi inilah cara yang baik untuk memikirkan otak dan bagaimana pola berpikir bekerja. Pikiran muncul dalam pikiran sepanjang waktu, otak kita adalah mesin pemikiran. Banyak pikiran yang melayang seperti awan dan kami tidak memperhatikan saat pikiran lain muncul dan mereka memicu kita dengan cara yang partikulat, yaitu, menakutkan, marah, bahagia, sedih, dan ketika pikiran itu muncul kita dapat memilih untuk lebih memperhatikan perhatian Pikiran yang dapat menuntun kita ke arah aliran pemikiran partikulat yang akan menyebabkan ketakutan dan kecemasan. Jadi, bagaimana kita bekerja atau menghentikan aliran pemikiran yang menakutkan itu? Salah satu keterampilan baru untuk diterapkan berasal dari karya Rick Hansen, ia menulis buku otak Buddha, ""ia mengajarkan bahwa kita perlu memberikan lebih banyak energi dan perhatian pada pikiran positif atau kenangan positif yang kita pegang dalam pikiran kita dan kurang memperhatikan pada Pikiran negatif. Hansen meminta kita untuk membayangkan otak seperti ini, otak seperti velcro dengan pikiran negatif dan seperti Teflon ketika datang ke pikiran positif. Ada alasan bahwa otak kita bekerja seperti ini, tetapi saya tidak punya waktu untuk pergi ke dalam semua itu dalam respons ini. Jadi, penting untuk diingat bahwa kita harus bekerja pada pemikiran positif, sebenarnya berhenti sepanjang hari untuk fokus pada perasaan dan kenangan positif, ini akan membantu pikiran memperkuat aliran pemikiran yang positif dan membantu mengurangi pemikiran negatif negatif Streaming dari waktu ke waktu. Jika pikiran yang menakutkan muncul, cobalah untuk menggantinya dengan pengalaman bahagia setidaknya selama beberapa saat, dan lihat apakah itu membantu mengurangi muatan negatif yang terhubung dengan pemikiran yang menakutkan itu.",11
Saya sangat posesif dalam hubungan saya dan ini menyakiti persahabatan saya. Bagaimana cara memperbaiki masalah mendasar saya?,"Sangat bagus Anda dapat menyadari ada masalah lain yang terjadi dengan seseorang yang merasa posesif. Akar itu adalah ketakutan. Takut kehilangan seseorang, takut sendirian, takut tidak cukup baik. Semua ketakutan itu dapat menyebabkan harga diri yang rendah dan merasa seperti Anda harus mengendalikan orang lain sehingga Anda tidak kehilangan mereka. Masalahnya, mengendalikan orang lain hanya mendorong mereka pergi. Lingkaran setan, kan? Yang saya sarankan adalah beberapa terapi kognitif untuk mengubah cara berpikir yang mendasarinya. Anda dapat mulai dengan tugas ini. Tuliskan semua hal yang Anda pikirkan tentang diri Anda, positif dan tidak terlalu positif. Kemudian tulis ulang hal-hal yang tidak terlalu positif sehingga mereka positif. Misalnya, memikirkan sesuatu seperti, ""Saya terlalu memaksa"", dapat ditulis ulang sebagai, ""Saya tegas dan saya mengejar apa yang saya inginkan."" Sulit dilakukan karena kita cenderung ""terjebak"" dalam cara negatif kita memikirkan diri kita sendiri. Jika Anda memiliki seseorang yang Anda percayai, Anda dapat meminta bantuan mereka juga karena kemungkinan besar mereka melihat Anda secara berbeda dari yang Anda lihat sendiri. Temukan terapis kognitif yang baik dapat membantu Anda lebih jauh, tetapi jika itu bukan pilihan untuk Anda sekarang, ada Banyak buku swadaya dan situs web yang ada di luar sana. Anda sudah mengambil langkah pertama, jadi terus bergerak maju.",11
